family,variant,target,collector,rows,shape,scenario,fastest_ns,slowest_ns,median_ns,mean_ns
bool,before,neon,plain,64,ConstantRhs,NullOnlyFailure,13820.0,34070.0,14210.0,14510.0
bool,before,neon,plain,64,ConstantRhs,ObservableFailure,11830.0,17440.0,12060.0,12250.0
bool,before,neon,plain,64,ConstantRhs,PartialAccepted,1862.0,5759.0,2001.9999999999998,2041.0
bool,before,neon,plain,16384,Columns,AllValid,8697.0,16070.0,9617.0,9754.0
bool,before,neon,plain,16384,Columns,NullOnlyFailure,47190.0,59360.0,48660.0,49210.0
bool,before,neon,plain,16384,Columns,ObservableFailure,19940.0,35710.0,20960.0,21150.0
bool,before,neon,plain,16384,Columns,PartialAccepted,9257.0,15460.0,10130.0,10280.0
bool,before,neon,plain,16384,ConstantLhs,AllValid,6887.0,23500.0,7518.0,7668.0
bool,before,neon,plain,16384,ConstantLhs,NullOnlyFailure,60370.0,77490.0,61130.0,62290.0
bool,before,neon,plain,16384,ConstantLhs,ObservableFailure,17860.0,25820.0,19120.0,19190.0
bool,before,neon,plain,16384,ConstantLhs,PartialAccepted,21680.0,28970.0,21870.0,22100.0
bool,before,neon,plain,16384,ConstantRhs,AllValid,6407.0,11780.0,7148.0,7244.0
bool,before,neon,plain,16384,ConstantRhs,NullOnlyFailure,60160.0,71270.0,61070.0,61830.0
bool,before,neon,plain,16384,ConstantRhs,ObservableFailure,17560.0,38090.0,18530.0,18660.0
bool,before,neon,plain,16384,ConstantRhs,PartialAccepted,21990.0,28300.0,22290.0,22480.0
utf8,after,avx2,decode,1,External,AllValid,189.5,6782.0,208.5,241.9
utf8,after,avx2,decode,1,External,OneNullInEight,164.5,5604.0,174.5,194.4
utf8,after,avx2,decode,1,Inline,AllValid,105.1,319.5,107.4,110.6
utf8,after,avx2,decode,1,Inline,OneNullInEight,126.9,602.7,131.2,136.0
utf8,after,avx2,decode,64,External,AllValid,1592.0,23860.0,1649.0,1748.0
utf8,after,avx2,decode,64,External,OneNullInEight,1726.0,29660.0,1784.0,1898.0
utf8,after,avx2,decode,64,Inline,AllValid,889.5,2669.0,914.5,952.9
utf8,after,avx2,decode,64,Inline,OneNullInEight,1109.0,4969.0,1128.0,1182.0
utf8,after,avx2,decode,16384,External,AllValid,317300.0,389400.0,364500.0,361900.0
utf8,after,avx2,decode,16384,External,OneNullInEight,270300.0,353300.0,319200.0,319300.0
utf8,after,avx2,decode,16384,Inline,AllValid,199700.0,245900.0,205000.0,207000.0
utf8,after,avx2,decode,16384,Inline,OneNullInEight,178100.0,256700.0,190000.0,191700.0
utf8,after,avx512,decode,1,External,AllValid,192.5,9387.0,286.5,313.0
utf8,after,avx512,decode,1,External,OneNullInEight,157.5,7206.0,204.5,235.3
utf8,after,avx512,decode,1,Inline,AllValid,127.5,7227.0,155.0,184.3
utf8,after,avx512,decode,1,Inline,OneNullInEight,125.2,330.2,128.7,132.5
utf8,after,avx512,decode,64,External,AllValid,1600.0,16070.0,1704.0,1799.0
utf8,after,avx512,decode,64,External,OneNullInEight,1788.0,24100.0,1874.0,1974.0
utf8,after,avx512,decode,64,Inline,AllValid,956.8,2667.0,998.3,1040.0
utf8,after,avx512,decode,64,Inline,OneNullInEight,1155.0,4682.0,1197.0,1238.0
utf8,after,avx512,decode,16384,External,AllValid,337900.0,385900.0,352400.0,351400.0
utf8,after,avx512,decode,16384,External,OneNullInEight,314700.0,370100.0,326200.0,326300.0
utf8,after,avx512,decode,16384,Inline,AllValid,211800.0,439700.0,225500.0,227400.0
utf8,after,avx512,decode,16384,Inline,OneNullInEight,195900.0,240500.0,207800.0,207300.0
utf8,after,neon,decode,1,External,AllValid,212.6,14900.0,254.6,269.2
utf8,after,neon,decode,1,External,OneNullInEight,201.6,4766.0,221.6,232.2
utf8,after,neon,decode,1,Inline,AllValid,111.6,243.2,119.8,120.6
utf8,after,neon,decode,1,Inline,OneNullInEight,120.3,258.1,129.6,130.9
utf8,after,neon,decode,64,External,AllValid,1031.0,2089.0,1054.0,1067.0
utf8,after,neon,decode,64,External,OneNullInEight,1384.0,20250.0,1434.0,1491.0
utf8,after,neon,decode,64,Inline,AllValid,543.4,1172.0,561.8,571.6
utf8,after,neon,decode,64,Inline,OneNullInEight,833.6,1824.0,859.3,869.8
utf8,after,neon,decode,16384,External,AllValid,218200.0,232100.0,221800.0,223000.0
utf8,after,neon,decode,16384,External,OneNullInEight,224400.0,245400.0,228800.0,229500.0
utf8,after,neon,decode,16384,Inline,AllValid,107300.0,133500.0,107300.0,108100.0
utf8,after,neon,decode,16384,Inline,OneNullInEight,119900.0,145200.0,121000.0,121800.0
utf8,before,avx2,decode,1,External,AllValid,495.5,10980.0,572.5,622.2
utf8,before,avx2,decode,1,External,OneNullInEight,507.3,2121.0,537.9,565.6
utf8,before,avx2,decode,1,Inline,AllValid,357.5,1320.0,374.2,393.0
utf8,before,avx2,decode,1,Inline,OneNullInEight,509.3,2199.0,540.5,561.1
utf8,before,avx2,decode,64,External,AllValid,1900.0,10320.0,1975.0,2055.0
utf8,before,avx2,decode,64,External,OneNullInEight,2093.0,24580.0,2206.0,2318.0
utf8,before,avx2,decode,64,Inline,AllValid,1181.0,4700.0,1248.0,1299.0
utf8,before,avx2,decode,64,Inline,OneNullInEight,1497.0,21670.0,1590.0,1747.0
utf8,before,avx2,decode,16384,External,AllValid,331600.0,365900.0,352100.0,350700.0
utf8,before,avx2,decode,16384,External,OneNullInEight,294000.0,363600.0,311800.0,311600.0
utf8,before,avx2,decode,16384,Inline,AllValid,205200.0,407600.0,212100.0,213800.0
utf8,before,avx2,decode,16384,Inline,OneNullInEight,183600.0,213700.0,195500.0,197000.0
utf8,before,avx512,decode,1,External,AllValid,509.5,14890.0,589.5,608.2
utf8,before,avx512,decode,1,External,OneNullInEight,598.5,7567.0,677.5,708.6
utf8,before,avx512,decode,1,Inline,AllValid,375.7,1511.0,394.7,419.4
utf8,before,avx512,decode,1,Inline,OneNullInEight,556.0,2287.0,579.8,608.3
utf8,before,avx512,decode,64,External,AllValid,1948.0,8284.0,2054.0,2150.0
utf8,before,avx512,decode,64,External,OneNullInEight,2163.0,26710.0,2286.0,2375.0
utf8,before,avx512,decode,64,Inline,AllValid,1178.0,4614.0,1224.0,1283.0
utf8,before,avx512,decode,64,Inline,OneNullInEight,1505.0,8148.999999999999,1594.0,1666.0
utf8,before,avx512,decode,16384,External,AllValid,288500.0,576000.0,364700.0,362200.0
utf8,before,avx512,decode,16384,External,OneNullInEight,272300.0,380500.0,330600.0,327900.0
utf8,before,avx512,decode,16384,Inline,AllValid,192000.0,219800.0,198500.0,200700.0
utf8,before,avx512,decode,16384,Inline,OneNullInEight,181900.0,419700.0,190400.0,192400.0
utf8,before,neon,decode,1,External,AllValid,500.6,20120.0,535.6,566.0
utf8,before,neon,decode,1,External,OneNullInEight,599.6,6824.0,645.6,673.8
utf8,before,neon,decode,1,Inline,AllValid,394.6,1088.0,412.8,419.4
utf8,before,neon,decode,1,Inline,OneNullInEight,566.9,1022.9999999999999,602.4,609.7
utf8,before,neon,decode,64,External,AllValid,1345.0,3512.0,1402.0,1424.0
utf8,before,neon,decode,64,External,OneNullInEight,1743.0,18200.0,1824.0,1890.0
utf8,before,neon,decode,64,Inline,AllValid,808.8,2261.0,842.1,863.3
utf8,before,neon,decode,64,Inline,OneNullInEight,1205.0,4480.0,1284.0,1311.0
utf8,before,neon,decode,16384,External,AllValid,219700.0,253700.0,221600.0,223000.0
utf8,before,neon,decode,16384,External,OneNullInEight,228300.0,254800.0,230100.0,231500.0
utf8,before,neon,decode,16384,Inline,AllValid,107600.0,128100.0,107600.0,108400.0
utf8,before,neon,decode,16384,Inline,OneNullInEight,122400.0,139800.0,123600.0,124100.0
